위도,경도
126.912035061099,35.1452848244853
126.912210831337,35.1451076541488
0,0
126.912249377836,35.1447741783036
126.912249377836,35.1447741783036
126.912171123011,35.1445815006435
126.911774823713,35.1447208336665
126.911522543637,35.1449193098104
126.911630427171,35.1448066282057
126.912119779599,35.144364956364
126.912236319414,35.1443650408245
126.912320742917,35.1445358198264
126.912859458581,35.1448266271198
126.91293339423,35.1444398158762
126.912802508275,35.1442063592393
126.913116305882,35.1440445198101
126.913310496159,35.1438772760227
126.913212275394,35.1439876225236
126.913384650714,35.1437989105812
126.913221343174,35.1436120315952
126.912960871964,35.1436772836481
126.912409577213,35.1441748887437
126.912636146313,35.1441056474544
126.913360017996,35.1433301848666
126.913520041731,35.1431977989908
126.913687548245,35.143253081758
126.91434089402,35.1432674263262
126.914066655235,35.1435916322625
126.913661331502,35.143659396963
0,0
126.913846275789,35.1428921993025
126.913846275789,35.1428921993025
126.914954315306,35.1431582527917
126.914795794632,35.143219524175
126.914637007848,35.1431150347267
126.913609445064,35.1427073416504
126.913220069876,35.1426405429297
126.913180035243,35.1431400489852
126.91299277384,35.1429847001718
126.912928141828,35.1427771602533
126.913081201061,35.1426926322557
126.912828436197,35.1431488101879
126.912331359157,35.1432317374215
126.912331359157,35.1432317374215
126.912331359157,35.1432317374215
126.912331359157,35.1432317374215
126.912331359157,35.1432317374215
126.912045073771,35.1438321072913
126.912081863535,35.1437036899465
126.9118914452,35.1438310041881
126.911665712591,35.1436339824529
126.912105321183,35.1441359098878
126.911699912413,35.1441768073799
126.911247187666,35.144033340414
126.911122183522,35.1436434098673
126.910825471062,35.1437332379165
126.911137650688,35.1435475163237
126.911708098242,35.1434049773261
126.911462576537,35.1431421413696
126.911354632649,35.1431098838387
126.91186527797,35.1431649689705
126.91269220073,35.1426863134895
126.91279859707,35.142523333735
126.913971421697,35.1423243400852
126.910543483406,35.1444057162699
126.910563540869,35.1445282261143
126.910840376186,35.1445555611028
126.910790244226,35.1442377041078
126.911244004426,35.1444385001323
126.911190995316,35.1441413725061
126.91089711616,35.1439457415663
0,0
126.910690958499,35.1435112236021
0,0
126.910502779233,35.1435964437227
126.910125905728,35.1439348063802
126.909876855851,35.1441879941688
126.910108276391,35.1443991748127
126.910209660031,35.1445106582699
126.909767146087,35.1441642067147
126.909688340627,35.1437804383539
126.909231204735,35.1435628686316
126.909689585903,35.1434478368134
126.909761432925,35.1431762199059
126.909534520359,35.1430601355947
126.909754316705,35.1428629913837
126.909881566732,35.1426021418313
126.909902933755,35.1425307698601
126.910180531191,35.1424573346689
126.909389378694,35.1432247059495
126.909024631607,35.1432146979583
126.909283980744,35.1428765211727
126.909439257784,35.1428737529565
126.90932993221,35.1427031335487
126.909554980692,35.1424200036941
126.909557066894,35.142022053968
126.909863884626,35.1421180072084
126.910212935346,35.1422276916712
126.909685426436,35.1419482380207
126.909580009183,35.1419155301065
126.909699121386,35.1417691476041
126.910383311381,35.141363051105
126.910408868953,35.1425739596522
126.9108027114,35.1454838455961
126.908917315671,35.1426195382828
126.90887390675,35.1427754412448
126.908828837129,35.1431411799604
126.908687656604,35.1429017621058
126.908578378656,35.1429843345892
126.908358257764,35.1427828942338
126.90873069033,35.1435738498469
126.908966098254,35.1436491103514
126.913141789206,35.1435048928242
126.908302165264,35.1435819991339
126.908442079015,35.1433847968489
126.908329394771,35.1433727235462
126.908120150475,35.1432571006368
126.908296441539,35.1431084193488
